,0,1,2,3,4,5,6,7,8
1,0.12717662751674652,0.13891711831092834,0.11900121718645096,0.0797513872385025,0.10178842395544052,0.09970825165510178,0.07729019224643707,0.12015765905380249,0.13620911538600922
2,0.13352560997009277,0.1458522230386734,0.12494206428527832,0.08373277634382248,0.056947436183691025,0.104685939848423,0.08114871382713318,0.12615624070167542,0.1430090218782425
3,0.1190725788474083,0.1300649493932724,0.11141813546419144,0.08161553740501404,0.1520787477493286,0.09335457533597946,0.07236505299806595,0.1125008836388588,0.12752950191497803
4,0.12571260333061218,0.137317955493927,0.11763131618499756,0.11284644156694412,0.07811520993709564,0.09856044501066208,0.07640045136213303,0.11877444386482239,0.1346411257982254
5,0.128291055560112,0.11741679161787033,0.12004401534795761,0.12283139675855637,0.07425397634506226,0.10058198869228363,0.07796747237443924,0.12121058255434036,0.1374026983976364
6,0.11069224029779434,0.12091095745563507,0.10357652604579926,0.17754141986370087,0.1278303861618042,0.08678426593542099,0.06727199256420135,0.10458306968212128,0.10080908983945847
7,0.11415229737758636,0.12469043582677841,0.10681415349245071,0.19860316812992096,0.08505579084157944,0.08949699997901917,0.06937480717897415,0.10785216093063354,0.10396020859479904
8,0.12633095681667328,0.13799338042736053,0.11820991337299347,0.11950673907995224,0.06747547537088394,0.09904523193836212,0.07677624374628067,0.11935866624116898,0.13530337810516357
9,0.13094131648540497,0.1430293470621109,0.12252390384674072,0.11799769103527069,0.03931399807333946,0.10265982151031494,0.07957813888788223,0.12371457368135452,0.14024119079113007
10,0.12521633505821228,0.13677586615085602,0.11716694384813309,0.11240095645189285,0.08175452053546906,0.09817136079072952,0.07609884440898895,0.11830556392669678,0.13410960137844086
11,0.12311363220214844,0.13447904586791992,0.11519940942525864,0.10784223675727844,0.09984543919563293,0.09652280807495117,0.07482095062732697,0.11631890386343002,0.13185755908489227
12,0.12994396686553955,0.1419399380683899,0.12159066647291183,0.10259382426738739,0.061136409640312195,0.10187789052724838,0.07897201180458069,0.12277227640151978,0.1391730010509491
13,0.11227516829967499,0.10275844484567642,0.10505769401788712,0.09066665917634964,0.20665480196475983,0.08802530169487,0.06823399662971497,0.1060786247253418,0.12024931609630585
14,0.1282692551612854,0.14011061191558838,0.12002360820770264,0.08579409867525101,0.08871399611234665,0.10056488960981369,0.07795422524213791,0.12118998914957047,0.13737934827804565
15,0.1279338151216507,0.13974420726299286,0.11970973759889603,0.08768926560878754,0.08897758275270462,0.10030189901590347,0.07775036245584488,0.12087306380271912,0.137020081281662
16,0.13567329943180084,0.1481981724500656,0.1269516944885254,0.09299410879611969,0.055613964796066284,0.1063697561621666,0.08245394378900528,0.12818539142608643,0.12355970591306686
17,0.12625032663345337,0.1379053145647049,0.11813446879386902,0.12087751179933548,0.06662362068891525,0.09898202121257782,0.0767272412776947,0.11928249150514603,0.13521704077720642
18,0.1262873411178589,0.1379457414150238,0.11816910654306412,0.09232620894908905,0.09493668377399445,0.09901104122400284,0.07674973458051682,0.11931745707988739,0.13525667786598206
19,0.12629839777946472,0.13795782625675201,0.11817945539951324,0.12702836096286774,0.060163360089063644,0.09901971369981766,0.07675645500421524,0.11932791024446487,0.13526852428913116
20,0.1333395540714264,0.122037373483181,0.12476796656847,0.1400747001171112,0.04678987339138985,0.10454007238149643,0.08103564381599426,0.1259804517030716,0.12143433094024658
21,0.12244879454374313,0.13375283777713776,0.11457731574773788,0.13732756674289703,0.07463876157999039,0.09600156545639038,0.07441690564155579,0.11569076776504517,0.13114550709724426
22,0.13385020196437836,0.1462067812681198,0.12524579465389252,0.11814440786838531,0.041904110461473465,0.10494042932987213,0.08134598284959793,0.126462921500206,0.12189938873052597
